Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Glsp90,Astp90,G+Ap90,xGp90,xAGp90,xG+xAGp90,npxGp90,npxG+xAGp90,Sh,SoT,SoT%,Sh/90,SoT/90,ShDist,npxG/Sh,G-xG,Cmp,Att,Cmp%,PTotDist,PPrgDist,A-xAG,KP,1/3,PPA,PrgC,PrgR,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,TOAtt,TOSucc,TOSucc%,Tkld,Tkld%,Carries,CTotDist,CPrgDist,C1/3,CPA,Rec
Samu Omorodion,ESP,FW,Granada,La Liga,19,2004,1,1,80,0.9,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.7,1.13,0.0,1.13,0.78,0.05,0.84,0.78,0.84,3,2,66.7,3.38,2.25,8.6,0.23,0.3,10,15,66.7,178,6,0.0,2,0,0,0,3,24,0,0,14,10,5,0,0,,0,,14,50,7,0,0,17
Samu Omorodion,ESP,FW,Alavés,La Liga,19,2004,34,21,1918,21.3,8,1,9,8,0,0,6,0,10.8,10.8,1.3,12.0,0.38,0.05,0.42,0.51,0.06,0.56,0.51,0.56,64,24,37.5,3.0,1.13,13.5,0.17,-2.8,232,322,72.0,3200,468,-0.3,16,11,5,30,100,600,18,38,289,282,107,57,22,38.6,33,57.9,344,1689,668,17,24,434
Samuel Bamba,GER,FW,Dortmund,Bundesliga,19,2004,2,0,47,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,0.0,0.0,0.0,0.51,0.15,0.67,0.51,0.67,2,0,0.0,3.83,0.0,12.6,0.13,-0.3,14,20,70.0,207,42,-0.1,1,0,1,5,7,30,1,4,5,22,8,1,1,100.0,0,0.0,15,146,103,3,1,22
Samuel Chukwueze,NGA,FW,Milan,Serie A,24,1999,24,12,1017,11.3,1,3,4,1,0,0,1,0,1.7,1.7,2.3,3.9,0.09,0.27,0.35,0.15,0.2,0.35,0.15,0.35,28,8,28.6,2.48,0.71,17.7,0.06,-0.7,330,421,78.4,5423,1275,0.7,20,22,23,52,135,576,5,66,237,278,59,62,21,33.9,34,54.8,407,2601,1337,27,24,436
Samuele Mulattieri,ITA,"FW,MF",Sassuolo,Serie A,22,2000,27,1,462,5.1,0,0,0,0,0,0,1,0,1.6,1.6,0.3,1.9,0.0,0.0,0.0,0.31,0.05,0.37,0.31,0.37,13,5,38.5,2.53,0.97,11.5,0.12,-1.6,81,116,69.8,1042,85,-0.3,6,4,0,8,38,188,4,11,102,77,21,16,4,25.0,8,50.0,101,552,240,8,7,130
Sandro Ramírez,ESP,FW,Las Palmas,La Liga,28,1995,27,21,1808,20.1,1,3,4,1,0,1,3,0,3.7,3.0,2.6,5.6,0.05,0.15,0.2,0.19,0.13,0.32,0.15,0.28,51,18,35.3,2.54,0.9,21.7,0.06,-2.7,516,690,74.8,7912,1872,0.4,32,18,25,61,209,901,17,68,328,515,81,54,22,40.7,25,46.3,543,3118,1302,26,30,656
Santiago Castro,ARG,FW,Bologna,Serie A,18,2004,8,2,242,2.7,1,1,2,1,0,0,1,0,1.0,1.0,0.5,1.5,0.37,0.37,0.74,0.35,0.2,0.55,0.35,0.55,7,3,42.9,2.6,1.12,19.6,0.14,0.0,43,52,82.7,675,64,0.5,1,2,0,1,15,76,1,5,41,30,8,3,2,66.7,1,33.3,51,257,62,2,0,65
Santiago García,ESP,FW,Getafe,La Liga,21,2001,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,6,7,85.7,69,40,0.0,0,0,2,1,1,16,0,1,4,12,0,3,0,0.0,3,100.0,11,55,29,1,0,6
Sardar Azmoun,IRN,"FW,MF",Roma,Serie A,28,1995,23,3,585,6.5,3,0,3,3,0,0,4,0,2.9,2.9,1.4,4.2,0.46,0.0,0.46,0.44,0.21,0.65,0.44,0.65,16,7,43.8,2.46,1.08,13.1,0.2,0.1,108,156,69.2,1497,361,-1.4,8,9,4,5,35,232,6,24,110,101,29,13,4,30.8,7,53.8,137,607,206,9,1,171
Sargis Adamyan,ARM,"FW,MF",Köln,Bundesliga,30,1993,20,8,801,8.9,1,2,3,1,0,0,2,0,4.1,4.1,2.0,6.1,0.11,0.22,0.34,0.46,0.23,0.69,0.46,0.69,31,13,41.9,3.48,1.46,12.4,0.13,-3.1,132,189,69.8,1883,483,0.0,12,16,3,15,42,312,8,30,151,136,52,18,7,38.9,10,55.6,162,814,344,9,5,183
Sasa Kalajdzic,AUT,FW,Wolves,Premier League,26,1997,11,1,166,1.8,2,0,2,2,0,0,0,0,1.1,1.1,1.0,2.0,1.08,0.0,1.08,0.57,0.52,1.09,0.57,1.09,4,2,50.0,2.17,1.08,11.2,0.26,0.9,38,60,63.3,507,130,-1.0,4,1,2,1,9,88,5,20,44,24,7,1,1,100.0,0,0.0,46,143,48,1,0,68
Sasa Kalajdzic,AUT,FW,Eint Frankfurt,Bundesliga,26,1997,5,5,325,3.6,0,1,1,0,0,0,0,0,0.2,0.2,0.5,0.7,0.0,0.28,0.28,0.05,0.14,0.19,0.05,0.19,2,1,50.0,0.55,0.28,13.7,0.08,-0.2,61,79,77.2,887,179,0.5,3,7,1,1,9,108,8,15,72,22,5,3,1,33.3,2,66.7,51,233,77,3,0,82
Sávio,BRA,"FW,MF",Girona,La Liga,19,2004,37,35,2976,33.1,9,10,19,9,0,0,5,0,6.1,6.1,7.9,14.0,0.27,0.3,0.57,0.18,0.24,0.42,0.18,0.42,45,20,44.4,1.36,0.6,16.6,0.13,2.9,812,1064,76.3,11860,2710,2.1,52,28,60,181,372,1490,17,169,486,878,158,236,104,44.1,90,38.1,1096,9821,5124,93,80,1136
Sebastian Polter,GER,FW,Darmstadt 98,Bundesliga,32,1991,9,4,446,5.0,0,1,1,0,0,0,0,0,1.0,1.0,0.6,1.5,0.0,0.2,0.2,0.2,0.11,0.31,0.2,0.31,10,3,30.0,2.02,0.61,11.9,0.1,-1.0,65,112,58.0,872,241,0.4,3,5,2,5,26,161,6,11,78,73,23,5,2,40.0,3,60.0,80,311,78,1,1,133
Sébastien Haller,CIV,FW,Dortmund,Bundesliga,29,1994,14,5,396,4.4,0,1,1,0,0,0,2,0,0.9,0.9,0.7,1.7,0.0,0.23,0.23,0.22,0.17,0.39,0.22,0.39,7,2,28.6,1.59,0.45,10.7,0.13,-0.9,78,115,67.8,1019,237,0.3,5,9,1,11,34,161,9,18,78,68,24,5,4,80.0,1,20.0,77,353,175,4,2,116
Selim Amallah,MAR,"FW,MF",Valencia,La Liga,26,1996,20,7,604,6.7,0,1,1,0,0,0,5,1,0.4,0.4,0.3,0.8,0.0,0.15,0.15,0.06,0.05,0.11,0.06,0.11,11,4,36.4,1.64,0.6,21.9,0.04,-0.4,120,164,73.2,1635,456,0.7,4,11,3,7,36,293,7,48,133,117,16,42,18,42.9,15,35.7,172,954,358,13,2,191
Senny Mayulu,FRA,"FW,MF",Paris S-G,Ligue 1,17,2006,8,3,324,3.6,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,0.0,0.28,0.28,0.04,0.13,0.17,0.04,0.17,3,0,0.0,0.83,0.0,23.4,0.05,-0.1,145,175,82.9,2073,370,0.5,6,13,7,4,38,221,1,20,91,111,17,10,5,50.0,5,50.0,179,841,367,3,3,174
Serge Gnabry,GER,"FW,MF",Bayern Munich,Bundesliga,28,1995,10,5,432,4.8,3,1,4,3,0,0,0,0,2.4,2.4,1.2,3.7,0.62,0.21,0.83,0.51,0.26,0.77,0.51,0.77,17,6,35.3,3.54,1.25,12.9,0.15,0.6,180,214,84.1,2540,485,-0.2,9,8,13,23,49,272,2,33,108,135,34,12,6,50.0,6,50.0,152,1082,577,9,12,210
Sergi Guardiola,ESP,"FW,MF",Cádiz,La Liga,32,1991,22,1,495,5.5,1,1,2,1,0,0,1,0,1.8,1.8,0.8,2.6,0.18,0.18,0.36,0.33,0.14,0.48,0.33,0.48,14,5,35.7,2.55,0.91,16.9,0.13,-0.8,148,209,70.8,2210,518,0.2,4,10,2,10,32,281,3,19,143,123,14,14,7,50.0,6,42.9,193,860,272,7,2,216
Sergio Camello,ESP,FW,Rayo Vallecano,La Liga,22,2001,31,20,1661,18.5,3,1,4,3,0,0,3,0,4.5,4.5,1.3,5.8,0.16,0.05,0.22,0.24,0.07,0.31,0.24,0.31,33,13,39.4,1.79,0.7,15.6,0.14,-1.5,273,380,71.8,3658,839,-0.3,20,22,12,22,79,580,18,47,278,265,62,49,16,32.7,31,63.3,327,1613,637,20,10,421
Sergio Gómez,ESP,"FW,MF",Manchester City,Premier League,22,2000,6,0,53,0.6,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.4,0.0,1.7,1.7,0.41,0.31,0.73,0.41,0.73,2,0,0.0,3.4,0.0,15.4,0.12,-0.2,46,54,85.2,636,97,0.8,1,1,2,4,4,59,0,10,19,30,3,2,2,100.0,0,0.0,38,231,112,0,1,48
Sergio Rodelas,ESP,"FW,DF",Granada,La Liga,18,2004,3,2,122,1.4,0,1,1,0,0,0,0,0,0.0,0.0,1.1,1.2,0.0,0.74,0.74,0.02,0.84,0.86,0.02,0.86,2,0,0.0,1.48,0.0,27.3,0.02,0.0,27,33,81.8,326,129,-0.1,2,0,1,3,5,53,0,10,19,24,6,6,2,33.3,3,50.0,25,201,74,3,1,28
Serhou Guirassy,GUI,FW,Stuttgart,Bundesliga,27,1996,28,25,2208,24.5,28,3,31,24,4,4,0,0,20.8,17.6,6.6,24.2,1.14,0.12,1.26,0.85,0.27,1.12,0.72,0.99,88,40,45.5,3.59,1.63,14.5,0.2,7.2,629,777,81.0,7427,1176,-3.6,53,38,25,32,183,1064,30,62,555,453,156,41,16,39.0,21,51.2,626,2552,950,19,19,930
Shamar Nicholson,JAM,FW,Clermont Foot,Ligue 1,26,1997,26,17,1484,16.5,4,3,7,3,1,2,2,0,5.9,4.4,1.1,5.4,0.24,0.18,0.42,0.36,0.07,0.43,0.26,0.33,38,17,44.7,2.3,1.03,15.9,0.12,-1.9,272,386,70.5,4088,711,1.9,18,25,6,18,110,536,18,39,279,223,74,26,8,30.8,17,65.4,378,2045,646,16,14,406
Shavy Babicka,GAB,"FW,MF",Toulouse,Ligue 1,23,2000,12,4,373,4.1,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,0.24,0.0,0.24,0.14,0.03,0.17,0.14,0.17,8,4,50.0,1.93,0.97,18.7,0.07,0.4,77,127,60.6,1188,236,-0.1,2,3,7,17,64,182,3,17,63,104,12,15,6,40.0,9,60.0,132,912,379,4,6,127
Sheraldo Becker,SUR,"FW,MF",Real Sociedad,La Liga,28,1995,15,8,771,8.6,2,2,4,2,0,0,1,0,1.4,1.4,1.8,3.2,0.23,0.23,0.47,0.17,0.21,0.38,0.17,0.38,21,9,42.9,2.45,1.05,17.1,0.07,0.6,154,243,63.4,2212,363,0.2,8,1,10,28,87,300,0,13,85,207,42,8,4,50.0,3,37.5,178,1223,591,9,8,232
Sheraldo Becker,SUR,"FW,MF",Union Berlin,Bundesliga,28,1995,11,7,645,7.2,0,1,1,0,0,0,0,0,0.8,0.8,1.8,2.6,0.0,0.14,0.14,0.12,0.25,0.37,0.12,0.37,16,4,25.0,2.23,0.56,20.5,0.05,-0.8,183,280,65.4,3161,770,-0.8,12,15,12,32,73,347,6,33,112,208,24,14,6,42.9,8,57.1,198,1490,737,17,7,233
Shiō Fukuda,JPN,"FW,MF",Gladbach,Bundesliga,19,2004,5,0,36,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.07,0.47,0.4,0.47,2,0,0.0,5.0,0.0,8.1,0.08,-0.2,3,6,50.0,34,5,0.0,1,0,0,0,2,15,0,2,4,9,5,1,1,100.0,0,0.0,8,41,4,0,0,9
Shon Weissman,ISR,"FW,DF",Salernitana,Serie A,27,1996,11,5,494,5.5,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.1,0.18,0.0,0.18,0.19,0.02,0.21,0.19,0.21,6,1,16.7,1.09,0.18,11.2,0.17,0.0,49,67,73.1,650,61,-0.1,2,2,0,0,22,118,7,22,51,45,10,2,0,0.0,1,50.0,61,178,43,1,0,78
Shon Weissman,ISR,FW,Granada,La Liga,27,1996,5,0,82,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,1,0,0.0,1.1,0.0,13.1,0.04,0.0,10,13,76.9,161,38,0.0,0,0,1,1,1,28,1,1,13,14,3,2,1,50.0,1,50.0,14,70,45,1,0,14
Silas Katompa,COD,"FW,MF",Stuttgart,Bundesliga,24,1998,27,8,900,10.0,5,2,7,5,0,1,0,0,5.7,4.9,2.3,7.2,0.5,0.2,0.7,0.57,0.23,0.8,0.49,0.72,23,8,34.8,2.3,0.8,13.4,0.21,-0.7,210,279,75.3,3355,617,-0.3,15,6,15,49,130,425,6,29,163,248,67,76,38,50.0,31,40.8,327,2484,1176,29,21,336
Simeon Nwankwo,NGA,FW,Salernitana,Serie A,31,1992,15,6,686,7.6,3,0,3,3,0,0,0,0,2.7,2.7,0.6,3.2,0.39,0.0,0.39,0.35,0.07,0.42,0.35,0.42,13,7,53.8,1.71,0.92,10.6,0.21,0.3,83,133,62.4,1082,151,-0.6,5,8,1,6,39,219,4,11,115,94,34,2,1,50.0,1,50.0,122,411,89,3,6,167
Simon Adingra,CIV,FW,Brighton,Premier League,21,2002,31,25,2222,24.7,6,1,7,6,0,0,3,0,4.3,4.3,3.7,8.0,0.24,0.04,0.28,0.17,0.15,0.32,0.17,0.32,52,22,42.3,2.11,0.89,15.9,0.08,1.7,634,840,75.5,8828,1713,-2.7,33,17,33,111,278,1159,36,187,364,627,153,123,50,40.7,64,52.0,773,5063,2996,48,63,795
Simon Elisor,FRA,FW,Metz,Ligue 1,24,1999,14,9,767,8.5,1,0,1,1,0,1,1,0,2.3,1.5,0.9,2.4,0.12,0.0,0.12,0.27,0.11,0.38,0.18,0.29,13,6,46.2,1.53,0.7,16.7,0.11,-1.3,111,157,70.7,1583,387,-0.9,10,11,2,9,43,260,9,28,121,117,33,18,5,27.8,12,66.7,167,1041,193,8,5,194
Simon Zoller,GER,"FW,MF",Bochum,Bundesliga,32,1991,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,5,8,62.5,97,0,0.0,0,0,0,0,0,10,1,1,8,1,0,0,0,,0,,2,9,0,0,0,6
Simone Verdi,ITA,FW,Torino,Serie A,31,1992,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.5,1.5,0.0,1.5,0,0,,0.0,0.0,,,0.0,1,1,100.0,7,5,-0.1,1,0,0,0,0,2,0,1,0,1,0,0,0,,0,,0,0,0,0,0,0
Siriné Doucouré,MLI,FW,Lorient,Ligue 1,21,2002,11,5,423,4.7,1,3,4,1,0,0,2,0,0.9,0.9,1.3,2.2,0.21,0.64,0.85,0.2,0.28,0.47,0.2,0.47,9,5,55.6,1.91,1.06,12.6,0.1,0.1,71,94,75.5,913,208,1.7,10,4,1,14,35,181,7,10,83,89,35,25,13,52.0,11,44.0,122,787,315,7,12,135
Sofiane Diop,FRA,FW,Nice,Ligue 1,23,2000,10,6,499,5.5,0,0,0,0,0,0,0,0,1.2,1.2,0.8,2.0,0.0,0.0,0.0,0.22,0.14,0.36,0.22,0.36,14,6,42.9,2.53,1.08,20.7,0.09,-1.2,143,176,81.3,2076,491,-0.8,8,7,7,20,43,249,5,42,100,118,16,22,6,27.3,16,72.7,190,1329,589,18,6,177
Solly March,ENG,"FW,DF",Brighton,Premier League,29,1994,7,7,554,6.2,3,1,4,3,0,0,1,0,2.0,2.0,1.0,2.9,0.49,0.16,0.65,0.32,0.16,0.47,0.32,0.47,14,6,42.9,2.27,0.97,16.6,0.14,1.0,203,261,77.8,3145,899,0.0,7,10,7,14,44,336,12,71,123,145,18,18,8,44.4,8,44.4,198,975,491,7,3,211
Son Heung-min,KOR,FW,Tottenham,Premier League,31,1992,35,34,2934,32.6,17,10,27,15,2,2,1,0,12.0,10.4,11.8,22.2,0.52,0.31,0.83,0.37,0.36,0.73,0.32,0.68,83,38,45.8,2.55,1.17,15.5,0.13,5.0,887,1075,82.5,12123,2822,-1.8,68,40,65,119,325,1354,8,87,458,823,212,92,39,42.4,47,51.1,927,5688,2989,44,64,1100
Sory Kaba,GUI,FW,Las Palmas,La Liga,28,1995,17,9,720,8.0,1,1,2,1,0,0,2,0,1.5,1.5,0.3,1.8,0.12,0.12,0.25,0.18,0.04,0.23,0.18,0.23,13,1,7.7,1.62,0.12,17.1,0.11,-0.5,111,158,70.3,1644,224,0.7,6,7,1,7,36,272,8,19,139,119,33,22,11,50.0,11,50.0,163,608,211,7,3,219
Stefan Mitrović,SRB,"FW,MF",Hellas Verona,Serie A,20,2002,10,4,391,4.3,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,0.0,0.0,0.0,0.1,0.02,0.13,0.1,0.13,7,1,14.3,1.61,0.23,15.1,0.06,-0.4,77,105,73.3,1207,290,-0.1,3,10,2,13,24,164,1,11,89,69,10,14,6,42.9,6,42.9,101,810,383,8,2,107
Steffen Tigges,GER,FW,Köln,Bundesliga,25,1998,25,6,727,8.1,3,0,3,3,0,0,0,0,2.6,2.6,1.6,4.1,0.37,0.0,0.37,0.32,0.19,0.51,0.32,0.51,22,9,40.9,2.72,1.11,13.0,0.16,0.4,118,203,58.1,1535,310,-1.6,10,6,5,9,48,295,14,33,163,102,35,8,4,50.0,4,50.0,146,661,235,5,2,211
Stephan El Shaarawy,ITA,"FW,DF",Roma,Serie A,30,1992,33,19,1738,19.3,3,4,7,3,0,0,2,0,2.5,2.5,2.3,4.8,0.16,0.21,0.36,0.13,0.12,0.25,0.13,0.25,40,10,25.0,2.07,0.52,19.1,0.06,0.5,545,662,82.3,8516,1723,1.7,20,23,12,46,131,843,28,159,368,328,60,54,22,40.7,27,50.0,545,3423,1574,29,22,604
Steve Mounié,BEN,FW,Brest,Ligue 1,28,1994,32,20,1769,19.7,6,2,8,6,0,0,2,1,8.9,8.9,2.1,11.0,0.31,0.1,0.41,0.45,0.11,0.56,0.45,0.56,60,25,41.7,3.05,1.27,11.4,0.15,-2.9,282,454,62.1,3928,730,-0.1,21,27,9,22,111,673,22,39,322,316,119,18,11,61.1,7,38.9,415,2462,717,23,6,537
Steve Ngoura,FRA,"FW,MF",Le Havre,Ligue 1,18,2005,12,1,223,2.5,0,1,1,0,0,0,0,0,0.5,0.5,0.1,0.6,0.0,0.4,0.4,0.19,0.03,0.22,0.19,0.22,7,2,28.6,2.83,0.81,16.8,0.07,-0.5,33,50,66.0,569,200,0.9,1,5,2,3,19,83,3,6,37,41,12,4,3,75.0,1,25.0,62,305,100,3,1,59
Steven Shpendi,ALB,"FW,MF",Empoli,Serie A,20,2003,12,4,411,4.6,0,1,1,0,0,0,0,0,0.4,0.4,0.5,0.9,0.0,0.22,0.22,0.09,0.1,0.2,0.09,0.2,7,3,42.9,1.53,0.66,16.8,0.06,-0.4,57,76,75.0,717,101,0.5,5,3,3,3,32,125,0,8,61,58,20,8,2,25.0,5,62.5,81,346,103,1,2,95
Stredair Appuah,FRA,"FW,MF",Nantes,Ligue 1,19,2004,4,0,84,0.9,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0.0,0.0,0.0,0.46,0.0,0.46,0.46,0.46,4,0,0.0,4.29,0.0,23.3,0.11,-0.4,14,23,60.9,184,39,0.0,0,1,0,3,2,42,1,7,20,15,3,6,4,66.7,2,33.3,27,188,92,1,1,26
Sven Michel,GER,"FW,MF",Augsburg,Bundesliga,33,1990,22,5,583,6.5,2,1,3,1,1,2,2,0,2.4,0.8,0.8,1.7,0.31,0.15,0.46,0.37,0.13,0.5,0.13,0.26,12,5,41.7,1.85,0.77,20.7,0.07,-0.4,97,173,56.1,1417,429,0.2,10,7,11,6,44,248,3,21,94,133,39,22,10,45.5,11,50.0,135,600,204,3,4,162
Sydney van Hooijdonk,NED,FW,Bologna,Serie A,23,2000,9,2,212,2.4,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,0.0,0.0,0.0,0.26,0.05,0.31,0.26,0.31,5,1,20.0,2.12,0.42,18.1,0.12,-0.6,28,36,77.8,299,73,-0.1,2,2,0,1,9,56,5,9,26,21,7,2,2,100.0,0,0.0,22,140,15,0,0,35
Taiwo Awoniyi,NGA,FW,Nott'ham Forest,Premier League,25,1997,20,12,1042,11.6,6,3,9,6,0,0,2,0,4.7,4.7,1.7,6.4,0.52,0.26,0.78,0.41,0.15,0.56,0.41,0.56,22,11,50.0,1.9,0.95,11.5,0.22,1.3,127,175,72.6,1594,312,1.3,10,6,3,8,45,294,14,30,153,118,43,16,8,50.0,7,43.8,168,748,320,6,6,209
Takefusa Kubo,JPN,"FW,MF",Real Sociedad,La Liga,22,2001,30,24,2150,23.9,7,4,11,7,0,0,1,0,3.5,3.5,6.4,9.9,0.29,0.17,0.46,0.15,0.27,0.42,0.15,0.42,46,21,45.7,1.93,0.88,17.5,0.08,3.5,611,862,70.9,9540,2892,-2.4,58,38,31,136,231,1161,11,94,404,683,122,117,55,47.0,44,37.6,745,6334,3378,57,63,831
Takuma Asano,JPN,"FW,MF",Bochum,Bundesliga,28,1994,29,26,1986,22.1,6,1,7,6,0,0,2,0,7.9,7.9,1.3,9.2,0.27,0.05,0.32,0.36,0.06,0.42,0.36,0.42,65,23,35.4,2.95,1.04,14.9,0.12,-1.9,262,397,66.0,3476,855,-0.3,21,17,13,56,167,636,17,71,218,363,95,37,16,43.2,18,48.6,378,2790,1280,27,28,428
Tammy Abraham,ENG,FW,Roma,Serie A,25,1997,8,2,242,2.7,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,0.37,0.0,0.37,0.22,0.05,0.27,0.22,0.27,4,2,50.0,1.49,0.74,11.9,0.15,0.4,19,40,47.5,231,75,-0.1,3,1,1,6,15,69,4,4,31,34,9,6,2,33.3,4,66.7,37,208,111,2,2,53
Tanguy Coulibaly,FRA,"FW,MF",Montpellier,Ligue 1,22,2001,16,7,623,6.9,1,0,1,1,0,0,2,0,2.6,2.6,0.8,3.3,0.14,0.0,0.14,0.37,0.11,0.48,0.37,0.48,17,7,41.2,2.46,1.01,14.1,0.15,-1.6,137,172,79.7,1831,305,-0.8,9,6,4,27,48,289,3,61,116,125,36,26,17,65.4,7,26.9,207,1736,871,24,14,192
Terem Moffi,NGA,FW,Nice,Ligue 1,24,1999,30,23,1949,21.7,11,2,13,8,3,3,4,0,10.7,8.3,3.2,11.5,0.51,0.09,0.6,0.49,0.15,0.64,0.38,0.53,46,20,43.5,2.12,0.92,15.4,0.18,0.3,274,387,70.8,3694,554,-1.2,22,14,12,24,123,572,18,44,282,256,92,33,19,57.6,13,39.4,402,2418,995,23,12,409
Thijs Dallinga,NED,FW,Toulouse,Ligue 1,22,2000,33,28,2510,27.9,14,2,16,13,1,3,6,0,14.1,11.8,1.2,13.0,0.5,0.07,0.57,0.51,0.04,0.55,0.42,0.47,81,32,39.5,2.9,1.15,13.3,0.15,-0.1,416,621,67.0,5875,1080,0.8,17,19,15,32,164,878,40,81,409,398,124,38,20,52.6,14,36.8,663,3515,1132,24,9,687
Thomas Cannon,IRL,FW,Everton,Premier League,20,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0
Thomas Henry,FRA,FW,Hellas Verona,Serie A,28,1994,18,2,334,3.7,3,0,3,3,0,1,2,2,3.3,2.5,0.0,2.5,0.81,0.0,0.81,0.88,0.01,0.89,0.66,0.68,13,7,53.8,3.5,1.89,13.9,0.19,-0.3,33,67,49.3,421,83,0.0,2,2,0,2,20,115,5,11,53,54,17,5,1,20.0,4,80.0,63,258,43,2,1,93
Tiago Fonseca Morais,POR,FW,Lille,Ligue 1,19,2003,3,0,46,0.5,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0.0,0.0,0.0,0.7,0.0,0.7,0.7,0.7,1,0,0.0,1.96,0.0,13.0,0.36,-0.4,11,15,73.3,162,62,0.0,0,1,1,3,2,23,0,2,14,8,2,3,0,0.0,3,100.0,17,100,49,0,1,13
Tiago Tomás,POR,"FW,MF",Wolfsburg,Bundesliga,21,2002,26,11,1032,11.5,1,1,2,1,0,0,3,0,2.7,2.7,0.8,3.5,0.09,0.09,0.17,0.23,0.07,0.3,0.23,0.3,27,10,37.0,2.35,0.87,13.5,0.1,-1.7,181,278,65.1,2524,435,0.2,9,7,10,21,112,447,9,61,184,206,53,55,21,38.2,28,50.9,281,1557,548,13,19,339
Tijjani Noslin,NED,"FW,MF",Hellas Verona,Serie A,24,1999,17,17,1339,14.9,5,4,9,5,0,0,2,0,3.6,3.6,2.2,5.8,0.34,0.27,0.6,0.24,0.14,0.39,0.24,0.39,36,15,41.7,2.42,1.01,17.4,0.1,1.4,235,338,69.5,3048,641,1.8,26,18,13,29,94,526,23,53,198,282,54,25,8,32.0,16,64.0,292,1525,721,22,13,364
Tim Kleindienst,GER,FW,Heidenheim,Bundesliga,27,1995,33,33,2869,31.9,12,3,15,10,2,2,6,0,13.9,12.3,3.3,15.6,0.38,0.09,0.47,0.44,0.1,0.54,0.39,0.49,81,31,38.3,2.54,0.97,13.6,0.15,-1.9,516,874,59.0,7296,1708,-0.3,27,58,10,40,178,1325,66,130,632,577,142,63,19,30.2,41,65.1,629,2725,1096,37,16,932
Tim Skarke,GER,"FW,DF",Darmstadt 98,Bundesliga,26,1996,30,29,2404,26.7,8,0,8,8,0,0,7,0,3.6,3.6,2.1,5.7,0.3,0.0,0.3,0.13,0.08,0.21,0.13,0.21,69,20,29.0,2.58,0.75,21.9,0.05,4.4,622,855,72.7,10477,2900,-2.1,31,38,33,61,190,1134,32,199,470,482,71,63,28,44.4,32,50.8,640,3890,1888,35,20,761
Timo Werner,GER,"FW,MF",RB Leipzig,Bundesliga,27,1996,8,2,207,2.3,2,0,2,1,1,1,0,0,2.4,1.6,0.0,1.6,0.87,0.0,0.87,1.02,0.02,1.04,0.68,0.7,8,5,62.5,3.48,2.17,17.8,0.2,-0.4,61,88,69.3,983,129,0.0,2,1,0,10,32,112,0,8,48,57,15,10,5,50.0,4,40.0,74,517,241,9,5,90
Timo Werner,GER,FW,Tottenham,Premier League,27,1996,13,10,809,9.0,2,3,5,2,0,0,1,0,3.7,3.7,2.7,6.4,0.22,0.33,0.56,0.41,0.3,0.72,0.41,0.72,29,7,24.1,3.23,0.78,14.1,0.13,-1.7,281,366,76.8,4049,863,0.3,15,9,20,79,124,451,3,32,119,302,69,30,12,40.0,12,40.0,327,2630,1549,27,36,352
Tino Kadewere,ZIM,"FW,MF",Nantes,Ligue 1,27,1996,14,8,781,8.7,1,0,1,1,0,1,1,0,1.9,1.2,1.8,2.9,0.12,0.0,0.12,0.22,0.21,0.43,0.13,0.34,9,4,44.4,1.04,0.46,21.9,0.13,-0.9,154,213,72.3,2092,639,-1.8,12,13,9,15,53,315,9,36,159,125,30,24,9,37.5,12,50.0,214,1179,407,5,6,215
