Player,Market Value (Euros)
Maduka Okoye,4000000.0
Marco Silvestri,1000000.0
Daniele Padelli,150000.0
Nehuén Pérez,13000000.0
Jaka Bijol,10000000.0
Thomas Kristensen,4500000.0
Enzo Ebosse,2500000.0
Adam Masina,1500000.0
Christian Kabasele,1000000.0
Antonio Tikvic,700000.0
Axel Guessand,500000.0
James Abankwah,300000.0
Jordan Zemura,5000000.0
Hassane Kamara,4500000.0
Kingsley Ehizibue,2200000.0
João Ferreira,2000000.0
Walace,6000000.0
Sandi Lovrić,8000000.0
Martín Payero,4500000.0
Oier Zarraga,2000000.0
Roberto Pereyra,2000000.0
Domingos Quina,1500000.0
Marco Ballarini,75000.0
Festy Ebosele,6000000.0
Simone Pafundi,10000000.0
David Pejičić,1000000.0
Marley Aké,1600000.0
Florian Thauvin,3000000.0
Beto,20000000.0
Lorenzo Lucca,12000000.0
Brenner,7000000.0
Keinan Davis,3000000.0
Isaac Success,2500000.0
Gerard Deulofeu,1000000.0
Vivaldo Semedo,500000.0
Sekou Diawara,250000.0
Michele Di Gregorio,18000000.0
Alessandro Sorrentino,800000.0
Stefano Gori,500000.0
Eugenio Lamanna,100000.0
Andrea Carboni,4000000.0
Pablo Marí,3500000.0
Armando Izzo,2500000.0
Giorgio Cittadini,2400000.0
Luca Caldirola,1300000.0
Davide Bettella,1000000.0
Danilo D'Ambrosio,1000000.0
Franco Carboni,900000.0
Samuele Birindelli,3500000.0
Pedro Pereira,1500000.0
Giulio Donati,300000.0
Matteo Pessina,15000000.0
Warren Bondo,6000000.0
Roberto Gagliardini,3000000.0
Patrick Ciurria,4000000.0
Andrea Colpani,18000000.0
Valentín Carboni,15000000.0
Daniel Maldini,4500000.0
Samuele Vignato,3500000.0
Matija Popovic,2000000.0
Alessio Zerbin,4000000.0
Dany Mota,5000000.0
Gianluca Caprari,4000000.0
Lorenzo Colombo,6000000.0
Andrea Petagna,3800000.0
Lorenzo Montipò,3500000.0
Simone Perilli,200000.0
Mattia Chiesa,100000.0
Alessandro Berardi,50000.0
Isak Hien,20000000.0
Diego Coppola,6000000.0
Bruno Amione,3000000.0
Giangiacomo Magnani,3000000.0
Paweł Dawidowicz,3000000.0
Koray Günter,850000.0
Josh Doig,6000000.0
Rúben Vinagre,2400000.0
Filippo Terracciano,4500000.0
Fabien Centonze,3000000.0
Jackson Tchatchoua,3000000.0
Davide Faraoni,1500000.0
Martin Hongla,2500000.0
Reda Belahyane,500000.0
Charlys,100000.0
Joselito,75000.0
Michael Folorunsho,8500000.0
Suat Serdar,5000000.0
Ondrej Duda,4000000.0
Darko Lazović,1500000.0
Riccardo Saponara,700000.0
Stefan Mitrović,1800000.0
Jayden Braaf,800000.0
Cyril Ngonge,12000000.0
Tijjani Noslin,10000000.0
Jordi Mboula,1200000.0
Elayis Tavsan,1000000.0
Yayah Kallon,1000000.0
Federico Bonazzoli,2500000.0
Thomas Henry,2000000.0
Alessio Cragno,1500000.0
Andrea Consigli,800000.0
Gianluca Pegolo,100000.0
Mattia Viti,5000000.0
Marash Kumbulla,4500000.0
Ruan,2500000.0
Gian Marco Ferrari,1400000.0
Josh Doig,6000000.0
Jeremy Toljan,3500000.0
Filippo Missori,1500000.0
Maxime Lopez,7500000.0
Daniel Boloca,7000000.0
Luca Lipani,4000000.0
Uroš Račić,2500000.0
Matheus Henrique,8500000.0
Pedro Obiang,500000.0
Marcus Pedersen,5500000.0
Kristian Thorstvedt,8000000.0
Nedim Bajrami,4500000.0
Cristian Volpato,4500000.0
Domenico Berardi,10000000.0
Samu Castillejo,600000.0
Andrea Pinamonti,15000000.0
Samuele Mulattieri,4000000.0
Grégoire Defrel,1000000.0
Stefano Turati,7000000.0
Michele Cerofolini,700000.0
Pierluigi Frattali,100000.0
Caleb Okoli,8000000.0
Ilario Monterisi,2800000.0
Kevin Bonifazi,1800000.0
Simone Romagnoli,800000.0
Mateus Lusuardi,300000.0
Sergio Kalaj,200000.0
Matjaz Kamensek-Pahic,100000.0
Daniel Macej,25000.0
Riccardo Marchizza,2500000.0
Emanuele Valeri,2300000.0
Anthony Oyono,2000000.0
Pol Lirola,1800000.0
Enzo Barrenechea,7500000.0
Luca Mazzitelli,4000000.0
Marco Brescianini,3500000.0
Abdou Harroui,2700000.0
Mehdi Bourabia,1000000.0
Nadir Zortea,3000000.0
Reinier,3500000.0
Luca Garritano,1200000.0
Francesco Gelli,1000000.0
İsak Vural,200000.0
Arijon Ibrahimovic,4000000.0
Giuseppe Caso,1500000.0
Jaime Báez,900000.0
Giorgi Kvernadze,800000.0
Soufiane Bidaoui,200000.0
Matías Soulé,25000000.0
Demba Seck,2000000.0
Farès Ghedjemis,600000.0
Walid Cheddira,6000000.0
Kaio Jorge,4000000.0
Marvin Cuni,900000.0
Wladimiro Falcone,5000000.0
Federico Brancolini,200000.0
Alexandru Borbei,150000.0
Jasper Samooja,75000.0
Marin Pongračić,7000000.0
Federico Baschirotto,6000000.0
Ahmed Touba,1600000.0
Kastriot Dermaku,250000.0
Zinedin Smajlovic,100000.0
Antonino Gallo,4500000.0
Valentin Gendrey,7000000.0
Lorenzo Venuti,1200000.0
Ylber Ramadani,4000000.0
Alexis Blin,3000000.0
Giacomo Faticanti,800000.0
Youssef Maleh,4500000.0
Mohamed Kaba,3500000.0
Hamza Rafia,1700000.0
Daniel Samek,1200000.0
Medon Berisha,1000000.0
Marcin Listkowski,200000.0
Lameck Banda,6000000.0
Nicola Sansone,1000000.0
Patrick Dorgu,12000000.0
Gabriel Strefezza,6000000.0
Pontus Almqvist,3000000.0
Santiago Pierotti,2500000.0
Jeppe Corfitzen,400000.0
Roberto Piccoli,4000000.0
Elia Caprile,6000000.0
Samuele Perisan,600000.0
Etrit Berisha,500000.0
Lovro Stubljar,300000.0
Sebastiano Luperto,3500000.0
Ardian Ismajli,3000000.0
Sebastian Walukiewicz,2500000.0
Gabriele Guarino,1000000.0
Saba Goglichidze,300000.0
Lorenzo Tonelli,200000.0
Giuseppe Pezzella,2200000.0
Liberato Cacace,2000000.0
Tyronne Ebuehi,2000000.0
Bartosz Bereszyński,1300000.0
Răzvan Marin,2700000.0
Alberto Grassi,1800000.0
Jacopo Fazzini,6000000.0
Youssef Maleh,4500000.0
Filippo Ranocchia,4000000.0
Szymon Żurkowski,2500000.0
Simone Bastoni,1500000.0
Luca Belardinelli,1000000.0
Tommaso Baldanzi,15000000.0
Daniel Maldini,4500000.0
Viktor Kovalenko,1500000.0
Emmanuel Gyasi,1800000.0
Emmanuel Ekong,500000.0
Matteo Cancellieri,4800000.0
Nicolò Cambiaghi,7000000.0
Roberto Piccoli,4000000.0
M'Baye Niang,2500000.0
Stiven Shpendi,2000000.0
Alberto Cerri,1700000.0
Francesco Caputo,1000000.0
Mattia Destro,500000.0
Guillermo Ochoa,1000000.0
Benoît Costil,600000.0
Vincenzo Fiorillo,150000.0
Pasquale Allocca,100000.0
Flavius Daniliuc,6000000.0
Lorenzo Pirola,5500000.0
Matteo Lovato,4000000.0
Marco Pellegrino,3500000.0
Norbert Gyömbér,1300000.0
Dylan Bronn,1300000.0
Triantafyllos Pasalidis,500000.0
Jérôme Boateng,400000.0
Federico Fazio,400000.0
Domagoj Bradarić,5000000.0
Alessandro Zanoli,5000000.0
Pasquale Mazzocchi,3000000.0
Junior Sambia,2000000.0
Niccolò Pierozzi,1800000.0
Mateusz Legowski,3000000.0
Emil Bohinen,1800000.0
Lassana Coulibaly,3500000.0
Giulio Maggiore,3500000.0
Toma Bašić,2800000.0
Agustín Martegani,1800000.0
Grigoris Kastanos,1800000.0
Antonio Candreva,1000000.0
Iron Gomis,900000.0
Jovane Cabral,2500000.0
Andres Sfait,500000.0
Loum Tchaouna,8000000.0
Emanuel Vignato,1100000.0
Boulaye Dia,10000000.0
Erik Botheim,3500000.0
Chukwubuikem Ikwuemesi,1800000.0
Shon Weissman,1700000.0
Mikael,300000.0
Trivante Stewart,150000.0
Simone Scuffet,2500000.0
Boris Radunović,1000000.0
Simone Aresti,75000.0
Alberto Dossena,5000000.0
Adam Obert,3500000.0
Mateusz Wieteska,3000000.0
Yerry Mina,3000000.0
Pantelis Hatzidiakos,2500000.0
Edoardo Goldaniga,1200000.0
Elio Capradossi,300000.0
Tommaso Augello,2000000.0
Paulo Azzi,1000000.0
Gabriele Zappa,2500000.0
Alessandro Di Pardo,900000.0
Matteo Prati,10000000.0
Antoine Makoumbou,4500000.0
Ibrahim Sulemana,4000000.0
Nahitan Nández,5000000.0
Alessandro Deiola,1900000.0
Marko Rog,1300000.0
Nicolas Viola,800000.0
Jakub Jankto,1200000.0
Gianluca Gaetano,6000000.0
Gaetano Oristanio,4000000.0
Gastón Pereiro,1000000.0
Marco Mancosu,400000.0
Jacopo Desogus,200000.0
Zito Luvumbo,7500000.0
Eldor Shomurodov,5000000.0
Andrea Petagna,3800000.0
Gianluca Lapadula,1500000.0
Leonardo Pavoletti,800000.0
Gianluigi Donnarumma,40000000.0
Arnau Tenas,5000000.0
Keylor Navas,1500000.0
Sergio Rico,1500000.0
Alexandre Letellier,250000.0
Marquinhos,50000000.0
Lucas Beraldo,30000000.0
Presnel Kimpembe,12000000.0
Nuno Mendes,55000000.0
Lucas Hernández,40000000.0
Layvin Kurzawa,1800000.0
Achraf Hakimi,60000000.0
Nordi Mukiele,10000000.0
Manuel Ugarte,45000000.0
Danilo Pereira,8000000.0
Warren Zaïre-Emery,60000000.0
Vitinha,50000000.0
Carlos Soler,20000000.0
Cher Ndour,4000000.0
Bradley Barcola,50000000.0
Ousmane Dembélé,60000000.0
Marco Asensio,20000000.0
Kylian Mbappé,180000000.0
Gonçalo Ramos,50000000.0
Randal Kolo Muani,45000000.0
Philipp Köhn,5000000.0
Yann Lienard,200000.0
Wilfried Singo,25000000.0
Mohammed Salisu,15000000.0
Guillermo Maripán,10000000.0
Thilo Kehrer,10000000.0
Chrislain Matsima,7000000.0
Ismail Jakobs,8000000.0
Kassoum Ouattara,8000000.0
Antonin Cartillier,200000.0
Vanderson,20000000.0
Ruben Aguilar,5000000.0
Youssouf Fofana,30000000.0
Denis Zakaria,25000000.0
Mohamed Camara,20000000.0
Soungoutou Magassa,8000000.0
Eliot Matazo,5000000.0
Edan Diop,2000000.0
Aleksandr Golovin,30000000.0
Takumi Minamino,20000000.0
Eliesse Ben Seghir,15000000.0
Maghnes Akliouche,25000000.0
Krépin Diatta,12000000.0
Gelson Martins,2500000.0
Folarin Balogun,30000000.0
Breel Embolo,12000000.0
Wissam Ben Yedder,8000000.0
Myron Boadu,5000000.0
Kevin Volland,4000000.0
Gauthier Gallon,1200000.0
Steve Mandanda,800000.0
Geoffrey Lembet,150000.0
Arthur Theate,20000000.0
Jeanuël Belocian,10000000.0
Alidu Seidu,9000000.0
Warmed Omari,8000000.0
Christopher Wooh,6000000.0
Jérémy Jacquet,500000.0
Adrien Truffert,18000000.0
Mahamadou Nagida,500000.0
Lorenz Assignon,10000000.0
Guéla Doué,7000000.0
Azor Matusiwa,12000000.0
Baptiste Santamaria,10000000.0
Benjamin Bourigeaud,18000000.0
Enzo Le Fée,18000000.0
Lovro Majer,20000000.0
Fabian Rieder,8000000.0
Désiré Doué,30000000.0
Martin Terrier,20000000.0
Ibrahim Salah,4000000.0
Ludovic Blas,15000000.0
Amine Gouiri,25000000.0
Arnaud Kalimuendo,20000000.0
Matthis Abline,6000000.0
Bertuğ Yıldırım,3500000.0
Mathis Lambourde,500000.0
Lucas Chevalier,25000000.0
Vito Mannone,200000.0
Adam Jakubech,200000.0
Leny Yoro,50000000.0
Bafodé Diakité,18000000.0
Tiago Djaló,12000000.0
Alexsandro,8000000.0
Samuel Umtiti,2500000.0
Rafael Fernandes,1500000.0
Gabriel Gudmundsson,5000000.0
Ismaily,1800000.0
Tiago Santos,15000000.0
Akim Zedadka,2000000.0
Carlos Baleba,22000000.0
Nabil Bentaleb,10000000.0
Benjamin André,8000000.0
Ignacio Miramón,2500000.0
Ayyoub Bouaddi,6000000.0
Angel Gomes,25000000.0
Yusuf Yazıcı,10000000.0
Rémy Cabella,3500000.0
Hákon Arnar Haraldsson,9000000.0
Alan Virginius,3500000.0
Tiago Morais,3000000.0
Ivan Cavaleiro,2000000.0
Edon Zhegrova,25000000.0
Adam Ounas,4000000.0
Jonathan David,50000000.0
Andrej Ilic,3000000.0
Pau López,10000000.0
Rubén Blanco,2000000.0
Simon Ngapandouetnbu,300000.0
Jelle Van Neck,100000.0
Leonardo Balerdi,20000000.0
Chancel Mbemba,15000000.0
Samuel Gigot,9000000.0
Bamo Meïté,6000000.0
Renan Lodi,18000000.0
Quentin Merlin,10000000.0
Ulisses Garcia,4000000.0
Emran Soglo,1000000.0
Jonathan Clauss,12000000.0
Geoffrey Kondogbia,12000000.0
Pape Gueye,6000000.0
Jean Onana,4000000.0
Mattéo Guendouzi,25000000.0
Jordan Veretout,15000000.0
Azzedine Ounahi,12000000.0
Valentin Rongier,12000000.0
Bilal Nadir,500000.0
Amine Harit,15000000.0
Iliman Ndiaye,15000000.0
Luis Henrique,8000000.0
François Mughe,800000.0
Joaquín Correa,6000000.0
Vitinha,14000000.0
Faris Moumbagna,10000000.0
Pierre-Emerick Aubameyang,5000000.0
Lucas Perri,6000000.0
Anthony Lopes,4000000.0
Justin Bengui Joao,300000.0
Rémy Riou,250000.0
Jake O'Brien,12000000.0
Adryelson,4000000.0
Dejan Lovren,1200000.0
Mamadou Sarr,1000000.0
Nicolás Tagliafico,8000000.0
Diego Moreira,3000000.0
Ainsley Maitland-Niles,9000000.0
Saël Kumbedi,7000000.0
Clinton Mata,4000000.0
Orel Mangala,20000000.0
Johann Lepenant,6000000.0
Skelly Alvero,4000000.0
Paul Akouokou,1500000.0
Maxence Caqueret,20000000.0
Corentin Tolisso,5000000.0
Mahamadou Diawara,3000000.0
Mohamed El Arouch,1500000.0
Rayan Cherki,25000000.0
Jeff Reine-Adélaïde,2000000.0
Bradley Barcola,50000000.0
Saïd Benrahma,20000000.0
Malick Fofana,15000000.0
Jeffinho,5000000.0
Ernest Nuamah,18000000.0
Alexandre Lacazette,9000000.0
Amin Sarr,4000000.0
Tino Kadewere,2500000.0
Maxime Dupé,1500000.0
Teddy Boulhendi,100000.0
Jean-Clair Todibo,35000000.0
Dante,500000.0
Amidou Doumbouya,300000.0
Yannis Nahounou,50000.0
Melvin Bard,12000000.0
Romain Perraud,5000000.0
Ayoub Amraoui,1500000.0
Jordan Lotomba,8000000.0
Youcef Atal,4300000.0
Valentin Rosier,4000000.0
Antoine Mendy,800000.0
Youssouf Ndayishimiye,15000000.0
Pablo Rosario,8000000.0
Alexis Beka Beka,1500000.0
Reda Belahyane,500000.0
Khéphren Thuram,35000000.0
Hicham Boudaoui,9000000.0
Morgan Sanson,8000000.0
Daouda Traoré,50000.0
Tom Louchet,3000000.0
Alexis Claude-Maurice,3500000.0
Sofiane Diop,12000000.0
Billal Brahimi,3000000.0
Badredine Bouanani,5000000.0
Terem Moffi,25000000.0
Gaëtan Laborde,10000000.0
Evann Guessand,8000000.0
Brice Samba,15000000.0
Jean-Louis Leca,200000.0
Yannick Pandor,100000.0
Kevin Danso,25000000.0
Facundo Medina,25000000.0
Jonathan Gradit,4500000.0
Abdukodir Khusanov,2500000.0
Julien Le Cardinal,1500000.0
Deiver Machado,4000000.0
Faitout Maouassa,4000000.0
Jhoanner Chávez,2000000.0
Ruben Aguilar,5000000.0
Salis Abdul Samed,8000000.0
Stijn Spierings,4500000.0
Nampalys Mendy,3000000.0
Andy Diouf,9000000.0
Neil El Aynaoui,8000000.0
Jimmy Cabot,2500000.0
Angelo Fulgini,7000000.0
Adrien Thomasson,5000000.0
Ayanda Sishuba,500000.0
Nolan Bonte,50000.0
Morgan Guilavogui,3000000.0
Elye Wahi,35000000.0
Wesley Saïd,4000000.0
Florian Sotoca,3000000.0
Ibrahima Baldé,300000.0
Matz Sels,7000000.0
Alaa Bellaarouch,2000000.0
Matthieu Dreyer,150000.0
Alexandre Pierre,100000.0
Abakar Sylla,12000000.0
Gerzino Nyamsi,4500000.0
Lucas Perrin,3000000.0
Steven Baseya,50000.0
Eduard Sobol,1500000.0
Thomas Delaine,1000000.0
Maxime Bastian,600000.0
Marvin Senaya,2000000.0
Karol Fila,700000.0
Ismaël Doukouré,10000000.0
Junior Mwanga,7000000.0
Ibrahima Sissoko,6000000.0
Jean-Eudes Aholou,800000.0
Jean-Ricner Bellegarde,15000000.0
Andrey Santos,15000000.0
Jessy Deminguet,1200000.0
Habib Diarra,18000000.0
Ângelo,15000000.0
Dilane Bakwa,10000000.0
Emanuel Emegha,12000000.0
Lebo Mothiba,1500000.0
Kévin Gameiro,700000.0
Benjamin Lecomte,3500000.0
Dimitry Bertaud,1200000.0
Belmin Dizdarevic,200000.0
Maxime Estève,7000000.0
Becir Omeragic,6000000.0
Modibo Sagnan,3000000.0
Christopher Jullien,2500000.0
Mamadou Sakho,800000.0
Issiaga Sylla,2500000.0
Théo Sainte-Luce,1000000.0
Falaye Sacko,4000000.0
Enzo Tchato,2500000.0
Silvan Hefti,2500000.0
Joris Chotard,10000000.0
Khalil Fayad,5000000.0
Jordan Ferri,4500000.0
Léo Leroy,1000000.0
Téji Savanier,9000000.0
Sacha Delaye,300000.0
Yann Karamoh,2500000.0
Wahbi Khazri,1800000.0
Arnaud Nordin,8000000.0
Tanguy Coulibaly,2000000.0
Elye Wahi,35000000.0
Akor Adams,10000000.0
Kelvin Yeboah,4000000.0
Yanis Guermouche,125000.0
Guillaume Restes,18000000.0
Álex Domínguez,300000.0
Thomas Himeur,50000.0
Justin Lacombe,50000.0
Logan Costa,12000000.0
Christian Mawissa,9000000.0
Anthony Rouault,7000000.0
Rasmus Nicolaisen,6000000.0
Moussa Diarra,2000000.0
Kévin Keben,500000.0
Gabriel Suazo,3500000.0
Oliver Zandén,800000.0
Mikkel Desler,3000000.0
Warren Kamanzi,2000000.0
Stijn Spierings,4500000.0
Vincent Sierro,4000000.0
Cristian Cásseres Jr.,4000000.0
Niklas Schmidt,3000000.0
Noah Lahmadi,50000.0
Farès Chaïbi,18000000.0
Denis Genreau,1500000.0
Naatan Skyttä,400000.0
Yann Gboho,4000000.0
Ibrahim Cissoko,1500000.0
Zakaria Aboukhlal,10000000.0
Aron Dønnum,3500000.0
Shavy Babicka,2000000.0
Mamady Bangré,800000.0
Noah Edjouma,50000.0
Thijs Dallinga,18000000.0
Frank Magri,3000000.0
Yanis Begraoui,900000.0
Bonota Traoré,50000.0
Yehvann Diouf,8000000.0
Alexandre Olliero,400000.0
Ludovic Butelle,100000.0
Joseph Okumu,9000000.0
Emmanuel Agbadou,9000000.0
Yunis Abdelhamid,600000.0
Sergio Akieme,7000000.0
Josh Wilson-Esbrand,4000000.0
Thibault De Smet,4000000.0
Thomas Foket,6000000.0
Maxime Busi,1500000.0
Thérence Koudou,800000.0
Ibrahim Diakité,800000.0
Azor Matusiwa,12000000.0
Benjamin Stambouli,700000.0
Amadou Koné,500000.0
Samuel Koeberlé,150000.0
Marshall Munetsi,10000000.0
Teddy Teuma,7000000.0
Amir Richardson,6000000.0
Valentin Atangana,1000000.0
Kamory Doumbia,5000000.0
Reda Khadra,3000000.0
Mohamed Daramy,10000000.0
Keito Nakamura,9000000.0
Mamadou Diakhon,700000.0
Junya Ito,8000000.0
Oumar Diakité,6000000.0
Amine Salama,2000000.0
Adama Bojang,500000.0
Yvon Mvogo,3000000.0
Alfred Gomis,1000000.0
Vito Mannone,200000.0
Dominique Youfeigane,150000.0
Montassar Talbi,7000000.0
Bamo Meïté,6000000.0
Formose Mendy,4500000.0
Nathaniel Adjei,2500000.0
Julien Laporte,2000000.0
Loris Mouyokolo,300000.0
Benjamin Mendy,2000000.0
Darlin Yongwa,1500000.0
Panos Katseris,2500000.0
Dembo Sylla,700000.0
Laurent Abergel,3000000.0
Tiemoué Bakayoko,2000000.0
Bonke Innocent,1000000.0
Jean-Victor Makengo,6000000.0
Ayman Kari,4000000.0
Quentin Boisgard,700000.0
Romain Faivre,15000000.0
Théo Le Bris,2000000.0
Julien Ponceau,3500000.0
Badredine Bouanani,5000000.0
Joel Mvuka,3500000.0
Eli Junior Kroupi,15000000.0
Mohamed Bamba,6000000.0
Bamba Dieng,4000000.0
Ibrahima Koné,2500000.0
Pablo Pagis,1000000.0
Siriné Doucouré,1000000.0
Alban Lafont,9000000.0
Rémy Descamps,1500000.0
Eray Cömert,4000000.0
Jean-Charles Castelletto,3500000.0
Bastien Meupiyou,800000.0
Nicolas Pallois,600000.0
Yannis M'Bemba,100000.0
Quentin Merlin,10000000.0
Nicolas Cozza,3500000.0
Jaouen Hadjam,2000000.0
Ronaël Pierre-Gabriel,3500000.0
Fabien Centonze,3000000.0
Kelvin Amian,2500000.0
Pedro Chirivella,7000000.0
Lamine Diack,1200000.0
Douglas Augusto,6000000.0
Samuel Moutoussamy,3000000.0
Moussa Sissoko,1200000.0
Mohamed Achi,200000.0
Florent Mollet,1800000.0
Moses Simon,12000000.0
Stredair Appuah,500000.0
Marquinhos,7000000.0
Adson,4500000.0
Marcus Coco,1500000.0
Abdoul Kader Bamba,900000.0
Mostafa Mohamed,10000000.0
Matthis Abline,6000000.0
Bénie Traoré,4000000.0
Ignatius Ganago,3000000.0
Tino Kadewere,2500000.0
Marco Bizot,4000000.0
Grégoire Coudert,400000.0
Yan Marillat,150000.0
Lilian Brassier,12000000.0
Brendan Chardonnet,8000000.0
Achraf Dari,2000000.0
Christophe Hérelle,1500000.0
Julien Le Cardinal,1500000.0
Josué Escartin,150000.0
Bradley Locko,12000000.0
Jordan Amavi,1200000.0
Antonin Cartillier,200000.0
Kenny Lala,3000000.0
Luck Zogbé,100000.0
Pierre Lees-Melou,10000000.0
Jonas Martin,1000000.0
Mahdi Camara,10000000.0
Hugo Magnetti,7000000.0
Kamory Doumbia,5000000.0
Adrien Lebeau,300000.0
Jérémy Le Douaron,5000000.0
Billal Brahimi,3000000.0
Mathias Pereira Lage,2500000.0
Axel Camblan,500000.0
Romain Del Castillo,10000000.0
Steve Mounié,6000000.0
Arthur Desmas,2500000.0
Mohamed Koné,500000.0
Mathieu Gorgelin,200000.0
Arouna Sangante,10000000.0
Étienne Youté Kinkoué,7000000.0
Gautier Lloris,3000000.0
Yoann Salmier,1500000.0
Yoni Gomis,50000.0
Christopher Operi,4000000.0
Cheick Doumbia,50000.0
Loïc Nego,900000.0
Oualid El Hajjam,800000.0
Abdoulaye Touré,3000000.0
Nolan Mbemba,350000.0
Daler Kuzyaev,8000000.0
Yassine Kechta,5000000.0
Oussama Targhalline,2500000.0
Rassoul Ndiaye,2500000.0
Nabil Alioui,3200000.0
Mokrane Bentoumi,50000.0
Antoine Joujou,1500000.0
André Ayew,1000000.0
Issa Soumaré,800000.0
Kandet Diawara,400000.0
Josué Casimir,3000000.0
Emmanuel Sabbi,2500000.0
Samuel Grandsir,1500000.0
Andy Logbo,800000.0
Guillaume Dietsch,600000.0
Alexandre Oukidja,500000.0
Marc-Aurèle Caillard,200000.0
Fali Candé,2500000.0
Christophe Hérelle,1500000.0
Sadibou Sané,800000.0
Ismaël Traoré,250000.0
Matthieu Udol,2500000.0
Koffi Kouao,1500000.0
Maxime Colin,900000.0
Habib Maïga,2500000.0
Danley Jean Jacques,2000000.0
Kévin N'Doram,1500000.0
Arthur Atta,1000000.0
Warren Tchimbembé,300000.0
Lamine Camara,10000000.0
Joseph Nduquidi,800000.0
Sami Lahssaini,400000.0
Papa Amadou Diallo,1000000.0
Didier Lamkel Zé,1000000.0
Ablie Jallow,2000000.0
Joel Asoro,1500000.0
Malick Mbaye,500000.0
Georges Mikautadze,15000000.0
Simon Elisor,1000000.0
Benjamin Tetteh,1000000.0
Ibou Sané,300000.0
Mory Diaw,1800000.0
Théo Borne,50000.0
Alidu Seidu,9000000.0
Chrislain Matsima,7000000.0
Andy Pelmard,3500000.0
Mateusz Wieteska,3000000.0
Maximiliano Caufriez,2500000.0
Jérémy Jacquet,500000.0
Florent Ogier,300000.0
Neto Borges,3000000.0
Yoël Armougom,300000.0
Cheick Oumar Konaté,1500000.0
Mehdi Zeffane,500000.0
Yohann Magnin,2000000.0
Maxime Gonalons,700000.0
Johan Gastien,500000.0
Muhammed Cham,6000000.0
Aïman Maurer,500000.0
Alan Virginius,3500000.0
Jérémie Bela,600000.0
Jim Allevinah,2000000.0
Bilal Boutobba,1800000.0
Shamar Nicholson,5000000.0
Grejohn Kyei,1500000.0
